PMID,Title,Abstract,Journal,PubDate,PublicationYear,PublicationMonth,PublicationDay,Authors,AuthorKeywords,DOI,DOI_Link,PMC_Link,Volume,Issue,Language,Country,PublicationTypes,MeSH_Terms,AccessStatus,OA_Type,License,FreePDF_Link
38547580,French college of gynecologists and obstetricians (CNGOF) recommendations for clinical practice: Place of breast self-examination in screening strategies.,"UNLABELLED: Breast cancer is the most common female cancer in the world. Numerous studies have shown that the risk of metastatic disease increases with tumor volume. In this context, it is useful to assess whether the regular practice of formal breast self-examination (BSE) as opposed to breast awareness has an impact on the number of cancers diagnosed, their stage, the treatments used and mortality. DESIGN: The Commission of Senology (CS) of the Collège National de Gynécologie et Obstétrique Français (CNGOF) respected and followed the Grading of Recommendations Assessment, Development and Evaluation method to assess the quality of the evidence on which the recommendations were based. METHODS: The CS studied 16 questions individualizing four groups of women (general population, women aged over 75, high-risk women, and women previously treated for breast cancer). For each situation, it was determined whether the practice of BSE versus abstention from this examination led to detection of more breast cancers and/or recurrences and/or reduced treatment and/or increased survival. RESULTS: BSE should not be recommended for women in the general population, who otherwise benefit from clinical breast examination by practitioners from the age of 25, and from organized screening from 50 to 74 (strong recommendation). In the absence of data on the benefits of BSE in patients aged over 75, for those at high risk and those previously treated for breast cancer, the CS was unable to issue recommendations. Thus, if women in these categories wish to undergo BSE, information on the benefits and risks observed in the general population must be given, notably that BSE is associated with a higher number of referrals, biopsies, and a reduced quality of life.","Breast (Edinburgh, Scotland)",2024 Jun,2024,June,,Vincent Lavoue; Amélia Favier; Sophie Franck; Gérard Boutet; Anne-Sophie Azuar; Susie Brousse; François Golfier; Catherine Uzan; Charlotte Vaysse; Sébastien Molière; Martine Boisserie-Lacroix; Edith Kermarrec; Jean-Yves Seror; Yann Delpech; Élisabeth Luporsi; Christine M Maugard; Nicolas Taris; Nathalie Chabbert-Buffet; Jonathan Sabah; Khalid Alghamdi; Xavier Fritel; Carole Mathelin,Breast cancer; Breast self-examination; Clinical examination; Palpation; Screening,10.1016/j.breast.2023.103619,https://doi.org/10.1016/j.breast.2023.103619,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10990735/,75,,eng,Netherlands,Journal Article; Practice Guideline; Review,Humans; Female; Breast Self-Examination; Breast Neoplasms/diagnosis; Aged; Middle Aged; Early Detection of Cancer/methods; France; Adult; Gynecology; Obstetrics; Gynecologists; Obstetricians,Open Access,gold,other-oa,http://www.thebreastonline.com/article/S0960977623007452/pdf
24126787,Cost-effectiveness analyses and their role in improving healthcare strategies.,"PURPOSE OF REVIEW: In this era of healthcare reform, attention is focused on increasing the quality of care and access to services, while simultaneously reducing the cost. Economic evaluations can play an important role in translating research to evidence-based practice and policy. RECENT FINDINGS: Cost-effectiveness analysis (CEA) and its utility for clinical and policy decision making among U.S. obstetricians and gynecologists is reviewed. Three case examples demonstrating the value of this methodology in decision making are considered. A discussion of the methodologic principles of CEA, the advantages, and the limitations of the methodology are presented. SUMMARY: CEA can play an important role in evidence-based decision making, with value for clinicians and policy makers alike. These studies are of particular interest in the field of obstetrics and gynecology, in which uncertainty from epidemiologic or clinical trials exists, or multiple perspectives need to be considered (maternal, neonatal, and societal). As with all research, it is essential that economic evaluations are conducted according to established methodologic standards. Interpretation and application of results should occur with a clear understanding of both the value and the limitations of economic evaluations.",Current opinion in obstetrics & gynecology,2013 Dec,2013,December,,Maria I Rodriguez; Aaron B Caughey,,10.1097/GCO.0000000000000020,https://doi.org/10.1097/GCO.0000000000000020,,25,6,eng,England,"Journal Article; Research Support, N.I.H., Extramural; Review","Cost-Benefit Analysis; Decision Making; Delivery of Health Care/economics; Delivery of Health Care/standards; Female; Gynecology/economics; Gynecology/standards; Health Services Accessibility/economics; Humans; Models, Econometric; Obstetrics/economics; Obstetrics/standards; Policy Making; Pregnancy; Quality Improvement/economics; United States",Closed Access,closed,,
34478575,ACGME Milestones in global health: Need for standardized assessment of global health training in obstetrics/gynecology residency.,"Collective interest in global health training during US obstetrics/gynecology (Ob/Gyn) residency has grown over the past decade. The benefits of participation in global health electives have been well described. This review seeks to determine what literature exists regarding the use of Accreditation Council for Graduate Medical Education (ACGME) Milestones in Ob/Gyn residency as an assessment tool to evaluate global health programs. The PubMed database was searched from July 14, 2020 to August 20, 2021, using six search phrases: ""global health curriculum(s) and ACGME""; ""international health and ACGME""; ""global health and Ob/Gyn residency""; ""international health and Ob/Gyn residency""; ""global health and Ob/Gyn residents""; and ""global health curriculum(s) and Ob/Gyn residency."" Publications that described global health programming outside of residency, within other medical specialties, and/or at non-US institutions were excluded from this review. In total, 259 publications resulted from the preliminary search. Five articles described US global health residency training in Ob/Gyn in some capacity. Only one publication described a specific global health elective and its evaluation with respect to ACGME Milestones. Despite growing popularity of global health electives among residency programs, few are assessing the educational value of these offerings using ACGME Milestones or describing these efforts in the literature.",International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2022 Jun,2022,June,,Gianina M Monestime; Isabelle Baird; Andrei Rebarber; Taraneh Shirazian,ACGME Milestones; educational value; global health electives; global women's health; program evaluation and assessment; residency training,10.1002/ijgo.13914,https://doi.org/10.1002/ijgo.13914,,157,3,eng,United States,Journal Article; Review,"Accreditation; Education, Medical, Graduate; Female; Global Health; Gynecology/education; Humans; Internship and Residency; Obstetrics/education; Pregnancy",Closed Access,closed,,
36373177,A literature review and proposed framework for a core curriculum in obstetrics and gynecology for medical students globally.,"BACKGROUND: There have been challenges in deciding the curricular content in obstetrics and gynecology (Ob/Gyn) for medical students because the core knowledge, competencies, and duration of Ob/Gyn clerkships, varies widely by country. OBJECTIVES: To investigate current recommendations for Ob/Gyn curricula for medical students globally, in a rapid review of the literature and websites of a selection of medical schools. SEARCH STRATEGY: A targeted search of selected databases (PubMed and Google Scholar) using relevant key words and a search of university websites. SELECTION CRITERIA: Studies that applied to medical or undergraduate students in Ob/Gyn. DATA COLLECTION AND ANALYSIS: A standardized extraction form on Microsoft excel to extract and chart data. MAIN RESULTS: We identified recommendations from national professional bodies (Royal College of Obstetricians and Gynaecologists, Royal Australian and New Zealand College of Obstetricians and Gynaecologists, Association of Professors of Gynecology and Obstetrics, and the Turkish-National Core Curriculum), and descriptions from five university websites. We also identified additional objectives, including teaching on intimate partner violence, health priorities in low- and middle-income countries, and a variation in practical skills recommended. CONCLUSIONS: Fitting all the recommended curricula content into medical student Ob/Gyn clerkships is a challenge. A framework to address this, for consideration by the International Federation of Gynaecology and Obstetrics and other stakeholders, is proposed in which priority is given to topics related to emergency Ob/Gyn, history taking, and examination of the pregnant and non-pregnant patient.",International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2023 May,2023,May,,William U Atiomo; Adrian G Stanley; Mutairu M Ezimokhai,curriculum; framework; global; gynecology; medical students; obstetrics,10.1002/ijgo.14575,https://doi.org/10.1002/ijgo.14575,,161,2,eng,United States,Journal Article; Review,"Female; Pregnancy; Humans; Gynecology/education; Students, Medical; Clinical Clerkship; Australia; Obstetrics/education; Curriculum",Closed Access,closed,,
39054061,Interventions to Address the Health and Well-Being of Married Adolescents: A Systematic Review.,"Child marriage, defined by the United Nations as marriage before the age of 18 years, is a widespread practice with serious health and social consequences. We systematically reviewed academic and gray literature to learn what is known about the current state of the evidence for interventions to respond to the needs of married adolescents. Our analysis of the 29 included intervention studies identified variability across sectors, with most programs focusing on sexual and reproductive health (SRH) and maternal health. We found that interventions occur mostly at a small scale, are geographically concentrated, and focus on SRH to the neglect of other sectors. There is a need for programs to focus on improving educational and economic outcomes among married girls, as well as increased efforts to support equitable marital relations and engage men and boys. The emphasis on preventing child marriage must be matched by efforts to mitigate and respond to the practice.","Global health, science and practice",2024 Aug 27,2024,August,27,Manahil Siddiqi; Margaret E Greene; Alexandra Stoppel; Charles Allegar,,10.9745/GHSP-D-23-00425,https://doi.org/10.9745/GHSP-D-23-00425,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11349501/,12,4,eng,United States,Journal Article; Systematic Review,Adolescent; Female; Humans; Male; Adolescent Health; Marriage; Maternal Health; Reproductive Health; Sexual Health,Open Access,gold,other-oa,https://doi.org/10.9745/ghsp-d-23-00425
39589187,Obstetrics and gynecology devices designed for low- and middle-income countries: A narrative review.,"There are many barriers contributing to poor health outcomes for women in low- and middle-income countries (LMICs), one of which is the lack of necessary medical devices. Presently, the development of various kinds of devices intended to improve women's health outcomes specifically in LMICs remains underrepresented in the literature; therefore, we performed a narrative review to understand this current state of literature. A literature search was conducted in Scopus and Overton between December 2023 to February 2024, and PubMed in October 2024 to broadly explore peer-reviewed publications focusing on understanding the development of devices used specifically in obstetrics and gynecology (OBGYN) care in LMICs. The initial search identified 132 published manuscripts: 114 non-duplicates from 1993 to 2024. After a two-research team member independent review, 22 manuscripts from 2011 to 2023 were included, and 18 devices identified. Nine devices focus on postpartum hemorrhage, four on general obstetrics, one on fetal monitoring, one on vaginal deliveries, one on gynecology hemorrhage, one on gynecology screening, and one on OBGYN anesthesia. This review provides recommendations for areas of improvement of key gaps affecting the development and implementation of OBGYN devices for use in LMICs. Recommendations are provided for various stages of the development to early commercialization phases. We believe future incorporation of these recommendations can aid in equitable and implementable medical device design for OBGYN care in LMICs.",International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2025 Apr,2025,April,,Dhanalakshmi Thiyagarajan; Enaam A Adanu; K Rivet Amico,device development; global health; implementation science; obstetrics and gynecology; women’s health equity,10.1002/ijgo.16048,https://doi.org/10.1002/ijgo.16048,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11911947/,169,1,eng,United States,Journal Article; Review,"Humans; Developing Countries; Female; Pregnancy; Obstetrics/instrumentation; Gynecology/instrumentation; Delivery, Obstetric/instrumentation; Equipment Design; Postpartum Hemorrhage",Open Access,green,other-oa,https://www.ncbi.nlm.nih.gov/pmc/articles/11911947
32813436,Experiences of transgender men in seeking gynecological and reproductive health care: a qualitative systematic review.,"OBJECTIVE: The objective of this review was to evaluate the experiences of transgender men in seeking gynecological and reproductive health care. INTRODUCTION: Discrimination has led to barriers in care for the transgender community. This is most evident in gender-based care such as gynecological care. Transgender men may continue to require gynecological and reproductive health care despite having a masculine identity and appearance. It is crucial that transgender men have access to gynecological and reproductive health care that is culturally and clinically competent. This review aimed to identify and synthesize the available qualitative data about their experiences in seeking gynecological care. INCLUSION CRITERIA: This review considered all studies that included natal females who identified as transgender men, gender non-binary, gender expressive, or gender queer. It included studies that explored the experiences of transgender men seeking gynecological care, obstetrical care, fertility care, or reproductive care in all care environments. As patient experience was the primary focus of the review, only qualitative studies where the data were analyzed into findings and where participant voice was prominent were included. METHODS: The databases searched included CINAHL Complete (EBSCO), PubMed, PsycINFO (EBSCO), PsycArticles (EBSCO), ScienceDirect All Subscribed Content (Elsevier), and Web of Science. Sources of unpublished studies and gray literature searched included Google Scholar, MedNar, and ProQuest Dissertations and Theses. Databases were searched between November 2018 and January 2019. Searches were limited to studies published in English after 1979. RESULTS: Twenty-six studies met the inclusion criteria. There was a mix of studies that included only transgender men, as well as studies that included other types of participants. Appraisal of quality was undertaken by two independent reviewers and revealed common concerns found in qualitative reporting. These concerns included the researchers not acknowledging the impact they have on the data and vice versa, as well as not clearly stating the paradigm and methodological underpinnings of the research. All studies that met the inclusion criteria were included in the review regardless of quality appraisal. The 26 included studies comprised 874 participants. They yielded 86 findings and accompanying illustrations. These were categorized into 14 categories and further synthesized into five findings: i) negotiating the binary system, ii) navigating the cis-normative world, iii) healthcare access adaptive behaviors, iv) verbal and nonverbal discrimination, and v) provider knowledge and trustworthiness. CONCLUSIONS: The findings of this review revealed that transgender men face specific challenges in accessing gynecological and reproductive care. The strictly binary system requires patients to be either male or female, and does not allow for any variation in gender. Gynecological and reproductive spaces and resources are geared exclusively toward heterosexual female clients. Transgender men face discrimination that requires they develop adaptive behaviors. While some of these barriers will not be easily overcome, transgender men feel more comfortable and empowered to seek care when their providers are trusted and knowledgeable about their individualized needs. Recommendations put forth as a result of this review cover policy change, changes to education for staff and providers, changes to academic curricula, and further research.",JBI evidence synthesis,2020 Sep,2020,September,,Julia D Sbragia; Beth Vottero,,10.11124/JBISRIR-D-19-00347,https://doi.org/10.11124/JBISRIR-D-19-00347,,18,9,eng,United States,Journal Article; Systematic Review,Female; Gynecology; Humans; Male; Obstetrics; Qualitative Research; Reproductive Health; Transgender Persons,Closed Access,closed,,
33481530,"Informed Consent and Shared Decision Making in Obstetrics and Gynecology: ACOG Committee Opinion, Number 819.","Meeting the ethical obligations of informed consent requires that an obstetrician-gynecologist gives the patient adequate, accurate, and understandable information and requires that the patient has the ability to understand and reason through this information and is free to ask questions and to make an intentional and voluntary choice, which may include refusal of care or treatment. Shared decision making is a patient-centered, individualized approach to the informed consent process that involves discussion of the benefits and risks of available treatment options in the context of a patient's values and priorities. Some informed consent challenges are universal to medicine, whereas other challenges arise more commonly in the practice of obstetrics and gynecology than in other specialty areas. This Committee Opinion focuses on informed consent for adult patients in clinical practice and provides new guidance on the practical application of informed consent through shared decision making. The principles outlined in this Committee Opinion will help support the obstetrician-gynecologist in the patient-centered informed consent process.",Obstetrics and gynecology,2021 Feb 01,2021,February,01,,,10.1097/AOG.0000000000004247,https://doi.org/10.1097/AOG.0000000000004247,,137,2,eng,United States,Journal Article; Practice Guideline,"Decision Making, Shared; Female; Gynecology/ethics; Humans; Informed Consent; Obstetrics/ethics; Pregnancy",Closed Access,closed,,
31378289,"Integrated Mind/Body Care in Women's Health: A Focus on Well-Being, Mental Health, and Relationships.","Integrated care with mental health clinicians embedded in medical departments remains rare despite evidence of the need and effectiveness of such a model. Comprehensive, efficacious, and meaningful health care requires adequate attention be paid to the physiologic and the psychological symptoms of the patient. In the obstetrics/gynecology setting, myriad psychosocial concerns routinely present and cannot be adequately addressed in the current systems of care. The need is there, providers and patients have shown preference for such a structure, and the outcomes are promising. This article outlines common patient concerns in such settings and discusses possible interventions.",Obstetrics and gynecology clinics of North America,2019 Sep,2019,September,,Priya Batra,Integrated health care; Psychological concerns in OB/GYN; Well-being in women’s health; Women’s health psychology,10.1016/j.ogc.2019.04.006,https://doi.org/10.1016/j.ogc.2019.04.006,,46,3,eng,United States,Journal Article; Review,"Delivery of Health Care, Integrated; Female; Gynecology/methods; Humans; Mental Health; Mind-Body Therapies; Obstetrics/methods; Pregnancy; Psychology; Sex Offenses; United States; Women's Health",Closed Access,closed,,
9326756,Divine and rational: the reproductive health of women in ancient Egypt.,,Obstetrical & gynecological survey,1997 Oct,1997,October,,R Sullivan,Africa; Arab Countries; Behavior; Delivery Of Health Care; Delivery--complications; Delivery--history; Developing Countries; Egypt; Health; Health Personnel; Historical Survey; Literature Review; Mediterranean Countries; Northern Africa; Personality; Physicians--history; Pregnancy Outcomes; Pregnancy--history; Psychological Factors; Reproduction; Reproductive Health--history; Reproductive Health--women; Sexuality--history; Treatment,10.1097/00006254-199710000-00021,https://doi.org/10.1097/00006254-199710000-00021,,52,10,eng,United States,Historical Article; Journal Article; Review,"Egypt, Ancient; Female; Gynecology/history; History, Ancient; Humans; Obstetrics/history; Religion and Medicine; Reproduction; Sexuality/history; Women's Health",Closed Access,closed,,
31154017,Medical Options for Care of Gender Diverse and Transgender Youth.,"Increasing numbers of transgender and gender diverse (TGD) youth are presenting for medical care, including seeking more information and access to services from gynecologic and reproductive health experts. Such experts are well positioned to provide affirming, comprehensive services, including education, hormonal interventions, menstrual management, contraception, and various gynecological procedures. Early medical guidance and support for the TGD community has been associated with long-term positive emotional and physical health outcomes. In this article medical interventions that reproductive health experts can offer to their TGD patients are discussed.",Journal of pediatric and adolescent gynecology,2020 Feb,2020,February,,Juanita K Hodax; Jill Wagner; Andrew C Sackett-Taylor; Jason Rafferty; Michelle Forcier,Gender affirmative care; Gender affirming hormones; Gender diverse; Gender identity; Gender minorities; Health services for transgender persons; Transgender; Transgender gynecology,10.1016/j.jpag.2019.05.010,https://doi.org/10.1016/j.jpag.2019.05.010,,33,1,eng,United States,Journal Article; Review,Adolescent; Delivery of Health Care/methods; Female; Gynecology/standards; Humans; Male; Reproductive Health/standards; Transgender Persons,Closed Access,closed,,
30935754,Leveraging resources for obstetric venous thromboembolism prevention in a state safety collaborative.,"In recent years, state obstetric quality and maternal safety initiatives have led efforts to reduce maternal risk and improve maternal safety. A priority of many of these collaboratives has been to disseminate and implement safety bundles focusing on leading causes of maternal mortality including venous thromboembolism. In 2013, the Safe Motherhood Initiative (SMI), a quality improvement effort led by ACOG District II in New York State, began developing a VTE bundle reviewed available clinical evidence, practice guidelines, and protocols and assessed how hospitals with varying resources could implement standardized approaches to obstetric thromboembolism prophylaxis. This bundle was subsequently released for implementation in New York State's hospitals with support from SMI. The purpose of this review is to characterize, from the perspective of a state safety leadership collaborative, the resources that were most critical in assisting individual hospitals in (i) determining which VTE prophylaxis strategies would be adopted, and (ii) operationalizing implementation.",Seminars in perinatology,2019 Jun,2019,June,,Alexander M Friedman; Mary E D'Alton,Maternal morbidity; Maternal safety; Obstetric thromboembolism; Venous thromboembolism,10.1053/j.semperi.2019.03.002,https://doi.org/10.1053/j.semperi.2019.03.002,,43,4,eng,United States,Journal Article; Review,"Female; Gynecology/methods; Hospitalization; Humans; Maternal Mortality; New York/epidemiology; Obstetrics/methods; Patient Safety; Practice Guidelines as Topic; Pregnancy; Pregnancy Complications, Cardiovascular/epidemiology; Pregnancy Complications, Cardiovascular/prevention & control; Risk Factors; Venous Thromboembolism/complications; Venous Thromboembolism/epidemiology; Venous Thromboembolism/prevention & control",Closed Access,closed,,
26333631,Laborist to Obstetrician/Gynecologist-Hospitalist: An Evolution or a Revolution?,"The laborist model offers the best approach to standardize care and improve patient safety on the labor unit, improve physician well-being, and decrease physician dissatisfaction/burnout. The concept of the laborist was based on the hospitalist model. The laborist is free of the stresses of a private practice, works a constant and controllable schedule, and can have work shift limitations, thereby eliminating the issue of fatigue and impairment, and improving patient safety while decreasing the potential for adverse outcomes that may result in a liability action. This is what is being demanded both by patients and generation Y physicians.",Obstetrics and gynecology clinics of North America,2015 Sep,2015,September,,Louis Weinstein,Gynecology; Hospitalist; Laborist; Obstetrics,10.1016/j.ogc.2015.05.001,https://doi.org/10.1016/j.ogc.2015.05.001,,42,3,eng,United States,Journal Article; Review,"Burnout, Professional; Clinical Competence; Delivery of Health Care/organization & administration; Female; Gynecology/organization & administration; Gynecology/trends; Hospitalists/organization & administration; Hospitalists/trends; Hospitalization; Humans; Institutional Practice/organization & administration; Institutional Practice/trends; Obstetrics/organization & administration; Obstetrics/trends; Patient Safety; Physician's Role; Pregnancy; Professional Practice; Quality of Health Care/organization & administration; United States",Closed Access,closed,,
16293072,Color Doppler sonography in obstetrics and gynecology.,"This review aims to provide the reader with an overview of the present and future clinical applications in color Doppler sonography for the evaluation of vascularity and blood flow within the uterus (both gravid and nongravid), ovaries, fetus and placenta. The clinical use of color Doppler sonography has been demonstrated within many organ systems. Color Doppler sonography has become an integral part of cardiovascular imaging. Significant improvements have recently occurred, improving the visualization and evaluation of intra-organ vascularity, resulting from enhancements in delineation of tissue detail through electronic compounding and harmonics, as well as enhancements in signal processing of frequency- and/or amplitude-based color Doppler sonography. Spatial representation of vascularity can be improved by utilizing 3D and 4D (live 3D) processing. Greater sensitivity of color Doppler sonography to macro- and microvascular flow has provided improved anatomic and physiologic assessment throughout pregnancy and for pelvic organs. The potential use of contrast enhancement is also mentioned as a means to further differentiate benign from malignant ovarian lesions. The rapid development of these new sonographic techniques will continue to enlarge the scope of clinical applications in a variety of obstetric and gynecologic disorders.",Expert review of medical devices,2005 Sep,2005,September,,Arthur C Fleischer; Rochelle F Andreotti,,10.1586/17434440.2.5.605,https://doi.org/10.1586/17434440.2.5.605,,2,5,eng,England,Journal Article; Review,"Female; Genital Diseases, Female/diagnostic imaging; Gynecology/instrumentation; Gynecology/methods; Gynecology/trends; Humans; Image Enhancement/instrumentation; Image Enhancement/methods; Imaging, Three-Dimensional/instrumentation; Imaging, Three-Dimensional/methods; Imaging, Three-Dimensional/trends; Obstetrics/instrumentation; Obstetrics/methods; Obstetrics/trends; Pregnancy; Ultrasonography, Doppler, Color/instrumentation; Ultrasonography, Doppler, Color/methods; Ultrasonography, Doppler, Color/trends; Ultrasonography, Prenatal/instrumentation; Ultrasonography, Prenatal/methods; Ultrasonography, Prenatal/trends",Closed Access,closed,,
14644804,Reproductive health and obstetricians and gynecologists.,"The art of medicine provides a rare opportunity to understand human values and to contribute toward the well-being of one's fellow humans--women in the case of ob-gyn--a contribution that fits in with the mission of the International Federation of Gynaecology Obstetrics (FIGO). Obstetricians and gynecologists should indeed take it upon themselves to improve conditions for women, since the bond and respect between the two is a significant one. It is obstetricians-gynecologists who can provide the much needed technical information to throw light on justifying services that deal with devastating, debilitating, degenerating, and devaluating situations, such as neglected pregnancy, disregard toward cancer detection, and humiliating genital mutilation. Indeed, this can be termed as ""terrorism in ob-gyn,"" neglected by those who should deal with it. Those in ob-gyn and other medical professions clearly witness gender inequality and its ugly aftermath, a degradation of women's reproductive rights. Ob-gyn must look a little beyond just the lucrative practice of the plain science of obstetrics and gynecology and undertake the responsibility to help and protect the health and life of women around the world. A conscientious doctor cannot practice medicine on women's bodies alone, but must also ""practice"" against several social evils, the prevention of which is crucial to women's health. Obstetricians and gynecologists can utilize their access to policymakers and health ""builders"" to carry this brief for women's health, and can urge governments to take a second look at women's rights to ensure that they are on par with the accepted norms of human rights, to be protected and propagated.",Annals of the New York Academy of Sciences,2003 Nov,2003,November,,Shirish S Sheth,,10.1196/annals.1290.002,https://doi.org/10.1196/annals.1290.002,,997,,eng,United States,Journal Article; Review,"Adult; Attitude of Health Personnel; Female; Forecasting; Gynecology/standards; Gynecology/trends; Human Rights; Humans; India; Maternal Mortality/trends; Middle Aged; Needs Assessment; Obstetrics/standards; Obstetrics/trends; Practice Patterns, Physicians'; Pregnancy; Reproductive Medicine/standards; Reproductive Medicine/trends; Socioeconomic Factors; Women's Rights",Closed Access,closed,,
35831757,Application of test-enhanced learning (TEL) in obstetrics and gynecology: a prospective study.,"OBJECTIVE: Clinical reasoning is an essential skill, the foundations of which should be acquired during medical school. Within the format of test-based learning, such examinations can also be used to support the long-term retention of procedural knowledge necessary for clinical reasoning. The aim was to investigate whether repeated exposure to clinical cases in obstetrics and gynecology (OBGYN) with built-in questions leads to higher learning outcome than pure reading cases and what influence the delay between the intervention and the final test has on the retention of the respective content. METHODS: In this non-randomised crossover study, 5th-year medical students (duration of the study is 6 years) taking a 1-week clinical attachment in OBGYN participated in computer-based case seminars in winter term 2020/2021, in which different case histories on gynecological-obstetric diseases were presented. Case content was identical for all groups, but the presentation format (cases with key feature questions vs read-only cases) of individual case vignettes changed weekly. The also intervention was repeated after 2 weeks for each group. Knowledge was assessed in an entry and an exit exam consisting of 40 short-answer questions. RESULTS: A total of 94 out of 118 eligible students participated in the study (response rate: 79.7%). Learning outcome was significantly higher for items presented in the key feature format compared to items presented as read-only cases (74.2 ± 8.6% vs. 71.0 ± 9.2%; p = 0.017). Furthermore, the analysis showed that the temporal distance of the intervention package from the final examination had no influence on retention. CONCLUSION: This is the first study to demonstrate an effect of test-enhanced learning on clinical reasoning in the subject of OGBYN. In this cross-over study, repeated testing was more effective than repeated case-based learning alone. Curricular implementation of longitudinal key feature testing can thus improve learning outcomes for OBGYN.",Archives of gynecology and obstetrics,2022 Nov,2022,November,,Florian Recker; Nicolas Haverkamp; Alexander Mustea; Ulrich Gembruch; Tobias Raupach,Gynecology; Medical education; Obstetrics; Test-enhanced learning,10.1007/s00404-022-06656-4,https://doi.org/10.1007/s00404-022-06656-4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9281379/,306,5,eng,Germany,Clinical Trial; Journal Article,"Cross-Over Studies; Education, Medical/methods; Educational Measurement; Gynecology/education; Humans; Learning; Obstetrics/education; Prospective Studies; Students, Medical/psychology",Open Access,hybrid,cc-by,https://link.springer.com/content/pdf/10.1007/s00404-022-06656-4.pdf
31677758,Coding and Legal Issues in Obstetric and Gynecologic Ultrasound.,"This article addresses coding and liability related to obstetric and gynecologic ultrasound examinations. The coding section includes an overview of general concepts, highlighting the differences between coding in hospital-owned facilities and provider-owned clinics. It also addresses the importance of correct International Classification of Diseases, 10th edition, coding, emphasizing the use of the most specific applicable codes. This section discusses proper coding and applicable parameters for early pregnancy and gynecologic ultrasound examination. The liability section addresses common errors leading to litigation in obstetric and gynecologic ultrasound practice. Examples are given demonstrating how such errors lead to liability actions.",Obstetrics and gynecology clinics of North America,2019 Dec,2019,December,,James M Shwayder; Joshua A Copel; Hindi Stohl,Coding; Early pregnancy ultrasound; Gynecologic ultrasound; Liability; Obstetric ultrasound; Pelvic ultrasound; Ultrasound,10.1016/j.ogc.2019.07.012,https://doi.org/10.1016/j.ogc.2019.07.012,,46,4,eng,United States,Journal Article; Review,"Clinical Coding/legislation & jurisprudence; Clinical Coding/methods; Clinical Coding/standards; Diagnostic Imaging; Female; Fetus/diagnostic imaging; Genitalia, Female/diagnostic imaging; Gynecology/economics; Gynecology/legislation & jurisprudence; Gynecology/standards; Humans; Liability, Legal; Obstetrics/economics; Obstetrics/legislation & jurisprudence; Obstetrics/standards; Pregnancy; Radiology/economics; Radiology/legislation & jurisprudence; Radiology/standards; Ultrasonography/economics; Ultrasonography/methods; Ultrasonography/standards",Closed Access,closed,,
14603140,Behavioral health care integration in obstetrics and gynecology.,"Depression, anxiety, and somatoform disorders are 2 to 3 times more prevalent in women than in men. Since the advent of managed care and other pressures on the healthcare delivery system in the United States, there has been a notable diminishment of services and service funding for treatment of mental health conditions, whether they are temporary, transitional, or chronic. As a result of this trend, we have seen an increase in the number of patients seeking help for emotional and mental health concerns from their family doctors or, in the case of women, from their obstetrician-gynecologists. We have also found that emotional and mental health problems are often converted into physical symptomatology that carries fewer stigmas and is often viewed as easier to treat. Many women use their obstetrician-gynecologists for primary care, particularly during their reproductive years. Provision of behavioral healthcare is critical to health maintenance for many of these women. Barriers to the integration of behavioral healthcare into obstetrics and gynecology practice need to be understood and systemically addressed.",MedGenMed : Medscape general medicine,2003 May 14,2003,May,14,Jean M Cassidy; Virginia A Boyle; Hal C Lawrence,,,,,5,2,eng,United States,Journal Article; Review,Female; Gynecology/statistics & numerical data; Gynecology/trends; Health Services Accessibility/statistics & numerical data; Health Services Accessibility/trends; Humans; Mental Health Services/statistics & numerical data; Mental Health Services/trends; Obstetrics/statistics & numerical data; Obstetrics/trends; Women's Health Services/statistics & numerical data; Women's Health Services/trends,Unknown,,,
